page_id,page_title,text_id,content,flags,blob_id
1956,,27157,"\'\'\'[2005]: S. Fischer Verlag, Frankfurt am Main\'\'\'\n\n\'\'Briefe 1932-1942\'\'. Edited with a foreword, an afterword and extensive annotations by Knut Beck and Jeffrey B. Berlin. Cover photograph of  Zweig at the end of the 1930s. 815p. \n\n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1>\nVorbemerkung [Knut Beck and Jeffrey B. Berlin], pp. 7-9\nZur Edition [Knut Beck and Jeffrey B. Berlin], pp. 11-13\nBriefe aus den Jahren 1932-1942, pp. (15)-345. 231 letters to 73 recipients + Zweigâ€™s â€œDeclaraÃ§Ã£oâ€, 4 January 1932 - 22 February 1942\nNachbemerkung [Knut Beck and Jeffrey B. Berlin], pp. 347-359\n</lst>\n\'\'\'Anhang\'\'\'\n<lst type=bracket start=5>\nAbkÃ¼rzungen, p. (362)\nAnmerkungen, pp. 363-(762)\nBriefempfÃ¤nger und Briefdaten, pp. 763-(773)\nChronologisches Verzeichnis der Briefe, pp. 774-(780)\nWerkregister, pp. 781-785\nErwÃ¤hnte Personen und fremde Werke, pp. 786-815\n</lst>\n\n[[Category:Correspondence / Volumes (German)]]",utf-8,4
20,,27142,"\'\'\'[1978]: S. Fischer Verlag, Frankfurt am Main\'\'\'\n\n\'\'Briefe an Freunde\'\'. Edited with a foreword by Richard Friedenthal. Indexes by Wolfgang Kloft. (IX)/420/(1)p. [Gesammelte Werke in EinzelbÃ¤nden]\n\n\'\'\'Fischer Editions/Reprints\'\'\'\n\n\'\'\'[1]\'\'\'. S. Fischer Verlag\n*1st edition. 4,000 copies. 1978\n\n\'\'\'[2]\'\'\'. Fischer Taschenbuch Verlag [Fischer Taschenbuch, 5362]\n*1st edition.10,000 copies. (IX)/420/(1)p. 1984\n*2nd edition. 2,000 copies. 1990\n \n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1>\nVorwort  [Richard Friedenthal], pp. V-(IX)\nBriefe an Freunde, pp. 1-(351). 246 selected letters of Zweig to 36 recipients, 7 April 1902 - 22 February 1942\n</lst>\n\'\'\'Anhang\'\'\'\n<lst type=bracket start=3>\nZur Edition, p. (354)\nAnmerkungen, pp. 355-(401)\nDie BriefempfÃ¤nger und Briefdaten, pp. 403-(405)\nWerkregister, pp. 407-(408)\n</lst>\n\n \n\n[[Category:Correspondence / Volumes (German)]]",utf-8,4
6275,,49699,"\'\'\'[1971]: Verlag Philipp Reclam Junior, Leipzig\'\'\'\n\n\'\'Briefwechsel: Maxim Gorki - Stefan Zweig\'\'. Edited with a foreword by Kurt BÃ¶ttcher. Translated from the Russian by Irmgard Neugebauer and from the French by Helga Hasselbach. 109/(3)p. [Universal-Bibliothek, 456]. 3rd edition. 99/(5)p. 1980. New edition. 119/(7)p. Frankfurt am Main: Insel-Verlag, 1974 [Insel-BÃ¼cherei, 995]\n\nSee also: Stefan Zweig. \""An Maxim Gorki\"", 1971 edition, pp. 58-61; 1974 edition, pp. 68-72; 1980 edition, pp. 54-57\n\nThese letters first appeared as \""Perepiska A. M. Gor\'kogo i Stefana Tsveiga\"" [Translated from the French by N. A. Kogan and from the German by N.N. Zhegalov]in \'\'Perepiska A. M. Gor\'kogo s zarubezhnymi literatorami\'\'. Edited by N. N. Zhegalov et al. Moskva: Akademiia Nauk SSSR, 1960, pp. 11-(50) [Akademiia Nauk SSSR. Institut mirovoi literatury. Arkiv A. M. Gor\'kogo, 8]. Zweig to Gorki, 33 letters, 29 August 1923-January 1936; Gorki to Zweig, 14 letters and postcards, 18 September 1923-18 January 1930.\n\n\n[[Category:Correspondence / Volumes (German)]]",utf-8,6
3121,,19703,"\""Stefan Zweig: Biographer and Teacher\"" in \'\'The Sewanee Review\'\' [Sewanee, TN], 48:2 [April-June 1940], pp. (245)-254. An excerpt is printed in [[Twentieth-Century Literary Criticism]] [1985], Vol. 17, pp. 426-427. This excerpt is included in the article \""Stefan Zweig 1881-1942\"", pp. 420-460\n\n[[Category:Secondary Literature / Authors (English)]]",utf-8,3
2416,,11918,"\""Lettre Ã  Stefan Zweig\"" [1936. Translated from German into French by Jean GuÃ©gan] in [[Europe. Revue littÃ©raire mensuelle]] [1995], No. 12, pp. (80)-82. This edition is dedicated to Stefan Zweig.\n\n[[Category:Secondary Literature / Authors (French)]]\n[[Category:Secondary Literature / Authors (German)]]",utf-8,2
6676,,49406,"\'\'\'[1927, c 1915]: Deutsche Buchgemeinschaft, Berlin\'\'\'\n\n\'\'Tycho Brahes Weg zu Gott\'\'. Foreword by Stefan Zweig. 361/(1)p. Stefan Zweig\'s \""Vorwort\"", pp. 5-(12)\n\n\'\'\'Subsequent editions:\'\'\'\n\n\'\'\'[1955]: Herbig Verlag Berlin-Grunewald\'\'\'\n\n\'\'Tycho Brahes Weg zu Gott\'\'. Afterword by Stefan Zweig. 269/(1)p. Stefan Zweig\'s \""Nachwort\"", pp. 265-(270)\n\n\'\'\'[1978]: Suhrkamp Verlag, Frankfurt am Main\'\'\'\n\n\'\'Tycho Brahes Weg zu Gott\'\'. Afterword by Stefan Zweig. 275p. Stefan Zweig\'s \""Nachwort\"", pp. 268-273 [Suhrkamp Taschenbuch, 490]\n\n\'\'\'Expanded version:\'\'\'\n\n\""Max Brod\"" in \'\'Der Lesezirkel\'\' [ZÃ¼rich], 16:5 [20 February 1929], pp. (55)-59. Reprinted in: \'\'Witiko. Zeitschrift fÃ¼r Kunst und Dichtung\'\' [Eger], 2:3 [May/June 1929], pp. 124-126\n\n\'\'\'English translation:\'\'\'\n\n\'\'\'[1928]: Alfred A. Knopf, Inc., New York/London\'\'\'\n\n\'\'The Redemption of Tycho Brahe\'\'. Translated by Felix Warren Crosse. Foreword by Stefan Zweig. Stefan Zweig\'s \""Foreword\"", New York edition [xiv/289p.], pp. vii-xiv; London edition [(x)/276p.], pp. (v)-(x)\n\n\n[[Category:Forewords and Afterwords]]\n[[Category:Essays / Individual Essays (German)]]",utf-8,6
4005,,29007,"#REDIRECT [[Brodwolf, JÃ¼rgen / Artist]]",utf-8,4
4006,,29006,"#REDIRECT [[Brodwolf, JÃ¼rgen / Artist]]",utf-8,4
4004,,29017,"\'\'\'[2016]: Buchhandlung zum Wetzstein, Freiburg im Breisgau\'\'\'\n\n\""Stefan Zweig / Malen mit der Tube / Brodwolf 2016\"" in \'\'ImmerwÃ¤hrender Wetzsteinkalender\'\'. Edited by Susanne Bader [Buchhandlung zum Wetzstein, Freiburg]. Portrait paintings by JÃ¼rgen Brodwolf [Kandern]. Conception of the volume by Susanne Bader, Bernhard Strauss, and Martin Geier. Photographs taken by Bernhard Strauss [Freiburg]. Format of the volume by Martin Geier [Freiburg]. Printed by the Gutenbergdruckerei [Freiburg]. (54)p. 24 portraits [2016] - most of the portraits are red-chalk drawings with tube-painting outlines. Stefan Zweig portrait drawing, p. (47); annotation data, p. (53)\n\n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1>\nVorwort [Susanne Bader], p. (1)\nMalen mit der Tube & RÃ¶telzeichnerei [JÃ¼rgen Brodwolf], p. (3)\n24 portrait paintings, pp. (4)-(51)\nLegenden, pp. (52)-(53). Stefan Zweig, p. (53)\nImpressum, p. (54)\n</lst>\n\n\'\'\'JÃ¼rgen Brodwolf\'s 24 portrait paintngs:\'\'\'\n<lst type=bracket start=1>\nAnnette Kolb [1870-1967], p. (5)\nRenÃ© Schickele [1883-1940], p. (7)\nErhart KÃ¤stner [1904-1974], pp. (9), (11)\nVirginia Woolf [1882-1941], pp. (13), (15)\nDante Alighieri [1265-1321], p. (17), (19)\nEmmy Ball-Hennings [1885-1948], p. (21), (23)\nFriedrich Schiller [1759-1805], pp. (25), (27)\nHeinrich Heine [1797-1856], pp. (29), (31)\nBettina von Arnim [Brentano] [1785-1859], p. (33)\nJohann Wolfgang von Goethe [1749-1832], p. (35)\nChrista Wolf [1929-2011], p. (37)\nSimone de Beauvoir [1908-1986], p. (39)\nJoseph Eichendorff [1788-1857], p. (41)\nSappho von Lesbos [630-580 BC], p. (43)\nJohann Peter Hebel [1760-182], p. (45)\nStefan Zweig [1881-1942], p. (47)\nRobert Walser [1878-1956], p. (49)\nFreidrich Holderlin [1770-1843], p. (51)\n</lst>\n\n\n[[Category:Secondary Literature / Authors (German)]]",utf-8,4
3321,,23235,"Bella Brodzki [Sarah Lawrence College, Yonkers, New York]. \""Stefan Zweig and the Meaning of \'Europe\' in the Early Twenty-First Century\"". A lecture at the Modern Language Association International Symposium, Friday 24 June 2016. The symposium was entitled \""Other Europes: Migrations, Translations, Transformations\"" and was held at the Heinrich Heine UniversitÃ¤t, DÃ¼sseldorf, 23-25 June 2016\n\n[[Category:Secondary Literature / Authors (English)]]",utf-8,3
2491,,58155,"\""Blasse Liebe\"" in \'\'Deutsche Dichtung\'\' [Berlin], 31:4 [November 1901], p. 96\n\n\'\'\'Reprinted in:\'\'\'\n<lst type=bracket start=1>\n[[\""Was wir wollen!\"" Gedichte und Nachdichtungen]] [Krems an der Donau, 2019], No. 80, p. 106\n</lst>\n\n\'\'\'English original:\'\'\' \""Inclusions\"" in \'\'Poems of Elizabeth Barrett Browning\'\'. 2 vols. London: Chapman & Hall, 1850, Vol. I, p. 213\n\n\'\'\'Reprinted in:\'\'\'\n<lst type=bracket start=2>\n\'\'Complete Poetical Works of Elizabeth Barrett Browning\'\'. 2 vols. Introduction by Lilian Whiting. New York: Thomas Nelson and Sons, 1918, Vol. I, pp. 611-612\n\'\'The Complete Poetical Works of Elizabeth Barrett Browning\'\'. Edited by Horace E. Scudder. Cutchogue, NY: Buccaneer Books, 1993, p. 213\n\'\'The Poetical Works of Elizabeth Barrett Browning\'\'. London: Henry Frowde / New York: Oxford University Press Warehouse, 1904, p. 312\n\'\'The Poetical Works of Elzabeth Barrett Browning\'\'. New York: Hurst & Co., Publishers, 1880 (?), p. 261\n</lst>\n\n[[Category:Translations by Zweig]]",utf-8,7
546,,56695,"__TOC__\n==Volumes==\n\'\'\'[2007]: Adelphi Edizione S.P.A., Milano\'\'\'\n\n\'\'Bruciante segreto\'\' [Brennendes  Geheimnis]. Translated by Emilio Picco. 113/(3)p. [Piccola Biblioteca Adelphi, 561]\n\n\n==Individual Stories==\n\""Segreto tormentoso\"" in [[Adolescenza. Quattro storie del paese dellâ€™infanzia]] [1933], No.4, pp. 109-242\n\n\n[[Category:Fiction / Volumes (Italian)]]\n[[Category:Fiction / Individual Stories (Italian)]]",utf-8,7
5626,,40453,"\""Brujas\"" [BrÃ¼gge] in:\n<lst type=bracket start=1>\n[[Obras completas de Stefan Zweig]] [Barcelona, 1952-1978], Vol. 4 [Tiempo y mundo] [1952], No. 72, pp. (950)-955 [Translated by TristÃ¡n La Rosa]\n[[Obras de Stefan Zweig]] [Barcelona/Madrid, 1958], Vol. 2 [Tiempo y mundo], No. 38, pp. 929-935 [Translated by TristÃ¡n La Rosa]\n[[PaÃ­ses y paisajes]] [Barcelona, 1959], No. 4, pp. (91)-109 [Translated by TristÃ¡n La Rosa]\n[[Tiempo y mundo ]] [Barcelona, 1959], No. 13, pp. (115)-121 [Translated by the Editorial Juventud]\n[[Tiempo y mundo]] [Barcelona, 1998], No. 13, pp. 134-141 [Translated by JosÃ© FernÃ¡ndez]\n[[La Viena de ayer]] [Buenos Aires/Ciudad de MÃ©xico, 1954], No. 4, pp. (42)-49 [Translated by Alfredo Cahn]\n</lst>\n\n\'\'\'See:\'\'\' [[Zeit und Welt. Gesammelte AufsÃ¤tze und VortrÃ¤ge 1904-1940]] [Stockholm, 1943], No. 13, pp. (183)-193\n\n\n[[Category:Essays / Individual Essays (Spanish)]]",utf-8,5
4169,,57772,"\'\'\'[1949]: The Esperanto Publishing Company LTD., Heronsgate/Rickmansworth [England]\'\'\'\n\n\'\'Brulanta sekreto kaj aliaj rakontoj\'\' [Brennendes Geheimnis und andere ErzÃ¤hlungen]. Translated with a preface by Kathe R. Schwerin and Paul E. Schwerin. 158/(2)p. [La \""Epoko\"" libroj, Vol. IX]\n\n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1>\nAntaÅ­parolo [Preface by the translators, Sydney, 1946], p. (6)\nBrulanta sekreto [Brennendes Geheimnis], pp. (7)-75\nEpizodo de la Äœeneva Lago [Episode vom Genfer See], pp. (76)-84\nLa Batalo pri la Suda Polusa (Kapitano Scott, 90-a latitude, 16.1.1912) [Der Kampf um den SÃ¼dpol], pp. (85)-102\nLa ReÄa ludo [Schachnovelle], pp. (103)-158\nAdiaÅ­a letero [Stefan Zweig\'s farewell letter, Petropolis, 22.2.42], p. (160)\n</lst>\n\n\'\'\'[2001]: Inko, TyresÃ¶\'\'\'\n\n\'\'Brulanta sekreto\'\' [Brennendes Geheimnis]. Translated by Kathe R. Schwerin and Paul E. Schwerin. Edited by Franko Luin. 83p. [Series: eLibro]\n\nPublished online:\n\nhttp://esperanto.es:8080/jspui/bitstream/11013/3470/1/eo%20-%20zweig%2c%20stefan%20-%20brulanta%20sekreto.pdf\n\nhttp://esperanto.davidgsimpson.com/inko/120-8.pdf\n\n\n\n[[Category:Fiction / Volumes (Esperanto)]]",utf-8,7
5340,,37675,"\""Stefan Zweig, shkrimtari qÃ« Ã«ndÃ«rronte njÃ« botÃ« pa kufij\"" [Stefan Zweig, the Writer Who Dreamed of a World without Borders] in \'\'Agjencioni Floripress\'\' [The Floripress Agency] [Mountain View, CA], 19 November 2017\n\n\'\'Agjencioni Floripress\'\' [The Floripress Agency] is a blog by the Kosovan defectologist Flori Bruqi, hosted on the web platform <www.blogger.com>, which is headquartered in Mountain View, CA\n\nPublished online:\n\nhttp://floripress.blogspot.de/2017/11/stefan-zweig-shkrimtari-qe-enderronte.html\n\n\n[[Category:Secondary Literature / Authors (Albanian)]]",utf-8,5
2800,,15963,#REDIRECT [[BrÃ»lant secret]],utf-8,2
692,,57667,"\'\'\'Volume:\'\'\'\n\n\'\'\'[2013]: Ã‰ditions Payot & Rivages, Paris\'\'\'\n\n\'\'BrÃ»lant secret\'\' [Brennendes Geheimnis]. Translated by Aline Oudoul. Preface by Catherine Audiert. 173/(2)p. Cover A photograph: Harry Steplinga Â© Getty Images. [Petite BibliothÃ¨que Payot / LittÃ©rature, 939]\n\n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1> \nPrÃ©face. L\'enfant dÃ©Ã§u [Catherine Audibert], pp. 7-(34)\nBrÃ»lant secret, pp. (35)-(171)\nTable, pp. 173-(174)\n</lst>\n\n\'\'\'Individual Story:\'\'\'\n\n\""BrÃ»lant secret\"" [Brennendes Geheimnis] in:\n<lst type=bracket start=2>\n[[Amok et autres nouvelles]] [Paris, 1999], No. 3, pp. (67)-(141)\n[[Oeuvres romanesques]] [Paris, 2001], Vol. 2, No. 11, pp. (259)-(337)\n[[Romans, nouvelles et rÃ©cits]] [Paris, 2013], Vol. 1, No. 19, pp. (359)-424. Commentaries, pp. 1374-1375. Annotations, pp. 1375-1376\n</lst>\n[[Category:Fiction / Volumes (French)]]\n[[Category:Fiction / Individual Stories (French)]]",utf-8,7
2773,,52292,"\'\'\'[1994]: Wilhelm Fink Verlag, MÃ¼nchen\'\'\'\n\n\'\'BrÃ¼cken Ã¼ber dem Abgrund. Auseinandersetzungen mit jÃ¼discher Leidenserfahrung, Antisemitismus und Exil. Festschrift fÃ¼r Harry Zohn / Bridging the Abyss. Reflections on Jewish Suffering, Anti-Semitism, and Exile. Essays in Honor of Harry Zohn\'\'. Edited by Amy Colin and Elisabeth Strenger. 428p. \n\n\'\'\'Zweig references:\'\'\'\n<lst type=bracket start=1>\nVorwort, pp. (9)-15. Zweig referecnes, pp. 10, 13, 14. Friderike Maria Zweig, p. 13\nJoseph P. Strelka. \""Joseph Roths politische Exilhaltung im Spiegel seiner Briefe\"", pp. (267)-281. Zweig references, pp. 268, 269, 270, 271, 272, 274, 276\n</lst>\n\n\'\'\'Part II. Stefan Zweig und sein Freundeskreis / Stefan Zweig and his Friends\'\'\'\n<lst type=bracket start=3>\nDonald A. Prater. \""Die letzten Zeugen der dritten groÃŸen Austreibung unserer sogenannten Rasse: Stefan Zweig im Exil, pp. 299-316. Friderike Maria Zweig, p. 309\nDonald G. Daviau. \""The Friendship of Stefan Zweig and Felix Braun, pp. (317)-336\nJeffrey B. Berlin. \""The Unpublished Correspondence Between Albert Einstein and Stefan Zweig, pp. 337-363. Friderike Maria Zweig, pp. 344, 360, 361\n</lst>\n\n[[Category:Secondary Literature / Titles (German)]]\n[[Category:Secondary Literature / Titles (English)]]",utf-8,7
1074,,43346,"\""Bu mian de shijie\"" [Die schlaflose Welt] in:\n<lst type=bracket start=1>\n[[Ciweige sanwen xuan]] [Tianjin, 2002], No. 9, pp. 195-201\n</lst>\n\n[[Category:Essays / Individual Essays (Chinese)]]",utf-8,5
6393,,46530,"#REDIRECT [[Baudelaire, Charles / Blutstrom]]",utf-8,6
6394,,46531,"#REDIRECT [[Baudelaire, Charles / Blutstrom]]",utf-8,6
1666,,8983,"Letter No. 11, Stefan Zweig to Martin Buber, No date [Presumably February 1918] in [[Sull\'orlo dell\'abisso. Diario di guerra in Svizzera]]. Translated and edited with a foreword by Mattia Mantovani. Locarno: Armando DadÃ² Editore, 2009, pp. 174-176. Source: Stefan Zweig. [[Briefe 1914-1919]]. Edited by [[Beck, Knut|Knut Beck]], Jeffrey B. Berlin, and Natascha Weschenbach-Feggeler. Frankfurt am Main: S. Fischer Verlag, 1998, pp. 202-203. Notes, pp. 497-498\n\n[[Category:Correspondence / Individual Letters (Italian)]]",utf-8,1
5159,,36430,"#REDIRECT [[Bá»©c thÆ° cá»§a ngÆ°á»i Ä‘Ã n bÃ  khÃ´ng quen. Truyá»‡n táº­p truyá»‡n ngáº¯n, truyá»‡n vá»«a chá»n lá»c]]",utf-8,5
7520,,60968,#REDIRECT [[Buchmendel (Eine ErzÃ¤hlung) (IS)]],utf-8,8
586,,24040,"\""Buchmendel\"". See: [[Book-Mendel]]\n\n[[Category:Fiction / Individual Stories (English)]]",utf-8,3
3339,,60538,#REDIRECT [[Buchmendel (Eine ErzÃ¤hlung) (VIST)]],utf-8,8
22,,23871,"==Collected Works / S. Fischer Verlag, Frankfurt am Main==\n\n\'\'\'[1990]: S. Fischer Verlag, Frankfurt am Main\'\'\'\n\n\'\'Buchmendel. ErzÃ¤hlungen\'\'. Edited with an afterword  by Knut Beck. 329/(1)p.\n\n*1st edition. 1,500 copies. 1990 [Gesammelte Werke in EinzelbÃ¤nden]\n*2nd edition. 1,000 copies. 2008\n\n\'\'Buchmendel. ErzÃ¤hlungen\'\'. [[Kassette VI: Stefan Zweig - Ein groÃŸer EuropÃ¤er: ErzÃ¤hler - Essayist - Dramatiker]]. Vol. 3\n\n*1st edition. 1,000 copies. 1990\n\n\'\'Buchmendel. ErzÃ¤hlungen\'\'. Fischer Taschenbuch Verlag [Fischer Taschenbuch, 11416]\n\n*1st edition. 12,000 copies. 1993\n*2nd edition. 3,000 copies. 1994\n*3rd edition. 2,000 copies. 1997\n*4th edition. 2,000 copies. 1999\n\n\'\'\' Contents:\'\'\' [1990 edition]\n<lst type=bracket start=1>\n#Die Wanderung, pp. 7-(14)\n#Die Wunder des Lebens, pp. 15-(95)\n#Im Schnee, pp. 96-(110)\n#Die Hochzeit von Lyon, pp. 111-(122)\n#Wondrak, pp. 123-(152)\n#Der Zwang, pp. 153-(196)\n#Buchmendel, pp. 197-(229)\n#Die unsichtbare Sammlung, pp. 230-(247)\n#Schachnovelle, pp. 248-(314)\n#Nachbemerkung des Herausgebers [Knut Beck], pp. (315)-(328)\n# Bibliographischer Nachweis, pp. 329-(330)\n</lst>\n\n[[Category:Collected and Selected Works]]\n[[Category:Fiction / Volumes (German)]]",utf-8,3
3394,,24315,"\'\'\'[1935]: Kner, Gyoma\'\'\'\n\n\'\'Buchmendel. Novella\'\' [Buchmendel],. Translated by GyÃ¶rgy Haiman-Kner. 61p.\n\n\n[[Category:Fiction / Volumes (Hungarian)]]",utf-8,4
256,,38620,"\'\'\'[1976]: Insel-Verlag, Leipzig\'\'\'\n\n\'\'Buchmendel. Novellen\'\'. 181/(3)p. \n\n\'\'\'Contents:\'\'\'\n<lst type=bracket start=1>\nDer AmoklÃ¤ufer, pp. 5-65\nBrief einer Unbekannten, pp. 66-110\nLeporella, pp. 111-141\nBuchmendel, pp. 142-172\nEpisode am Genfer, pp. 173-181\n</lst>\n\n\n[[Category:Fiction / Volumes (German)]]",utf-8,5
7484,,60537,#REDIRECT [[Buchmendel (Eine ErzÃ¤hlung) (VIST)]],utf-8,8
7519,,60969,\'\'\'See:\'\'\' [[Buchmendel (Eine ErzÃ¤hlung) (VIST)]]\n\n[[Category:Fiction / Individual Stories (German)]],utf-8,8
5391,,60345,"\""Buchmendel\"" [Buchmendel] in [[Galpa sangraha]] [Kolkata/Calcutta, 1960-1961], Vol. 1 [1960], No. 5, pp. 68-101. Translated from the English version by Dipak Chaudhry\n\n\n[[Category:Fiction / Individual Stories (Bengali)]]",utf-8,8
7109,,60350,"\""Buchmendel\"" [Buchmendel] in:\n<lst type=bracket start=1>\n[[Romans, nouvelles et rÃ©cits]] [Paris, 2013], Vol. 1, No. 53, pp. (1315)-1343. Commentaries, pp. 1439-1441. Annotations, pp. 1441-1442. Translated by Bernard Banoun\n</lst>\n\n\'\'\'See:\'\'\'  [[Le Bouquiniste Mendel]]\n\n\n[[Category:Fiction / Individual Stories (French)]]",utf-8,8
5541,,60383,"\""Buchmendel\"" [Buchmendel] in [[Obras completas de Stefan Zweig]] [Barcelona, 1952-1978], Vol. 1 [1955], No. 9, pp. (527)-547. Translated by JosÃ© Lleonart\n\nSee: [[Mendel de los libros]] [Barcelona, 2009]\n\n\n[[Category:Fiction / Individual Stories (Spanish)]]",utf-8,8
3692,,41118,"\""PresentaciÃ³n\"" in Stefan Zweig. \'\'Una partida de ajedrez\'\'. Translated by Alfredo Cahn. Foreword by Rodolfo Bucio. 74/(1)p. MÃ©xico, D.F.: Consejo Nacional para la Cultura y las Artes, 1998, pp. 7-9 [ClÃ¡sicos para Hoy, 29]. See: [[Una partida de ajedrez * Una carta. Dos narraciones pÃ³stumas]]\n\n\n[[Category:Secondary Literature / Authors (Spanish)]]",utf-8,5
6652,,49100,"\""PrÃ³logo\"" in [[Relatos]] [Buenos Aires/Barcelona, 2018], No. 1, pp. (7)-14\n\n[[Category:Secondary Literature / Authors (Spanish)]]",utf-8,6
5993,,60504,"\""Bukinisti Mendel\"" [Buchmendel] in:\n<lst type=bracket start=1>\n[[Novela]] [TiranÃ«/Tirana, 1962], No. 8, pp. 212-239\n[[Novela]] [PrishtinÃ«/Pristina, 1989], No. 10, pp. 450-483\n[[Novela]] [TiranÃ«/Tirana, 1999], No. 3, pp. 39-61\n[[Novela]] [TiranÃ«/Tirana, 2014], Vol. 1, No. 3, pp. ??\n</lst>\n\n\n[[Category:Fiction / Individual Stories (Albanian)]]",utf-8,8
2089,,8564,"No. 63. Jerusalem: JÃ¼discher Verlag, 1982\n\n\'\'\'Contents: Stefan-Zweig-Symposium Beer Scheva\'\'\'\n<lst>\nStefan Zweigs verspÃ¤tete Bekehrung zum Judentum? Ein Ãœberblick zum Zentenarium in Beer Scheva und eine Fortsetzung der Debatte [Mark H. Gelber], pp. (3)-11\nErinnerungen an Stefan Zweig [Sol Liptzin], pp. (13)-18\nStefan Zweigs kulturelles Mittlertum: Ein jÃ¼discher Charakterzug? [Harry Zohn], pp. (19)-31\nCo-Referat zu Prof. Zohns Vortrag [Margarita Pazi], pp. (33)-36\nKarl Emil Franzos, Achad Ha-am und Stefan Zweig [Mark H. Gelber], pp. (37)-49\nJeremias - Prophet fÃ¼r jede Gelegenheit. Essay in Rezeptionsgeschichte [Chaim Shoham], pp. (51)-57\nZerstreuung und Wanderung in Zweigs Jeremias im VerhÃ¤ltnis zu James Joyce und Nikos Kazantzakis [Noam Flinker], pp. (59)-66\nStefan Zweigs Ãœbersendung seiner Privatkorrespondenz an die Jewish National and University Library [Mordekhai Nadav], pp. (67)-73\nSee also: 150 Jahre nach seinem Tod: Goethe und die Juden [Wilfried Barner], pp. (75)-82\n</lst>\n\n[[Category:Secondary Literature / Titles (German)]]",utf-8,1
5197,,59522,"\'\'Ungeduld des Herzens\'\'  in  Yiddish.  Manuscript and typescript of the play. Dramatized and translated by Joseph Buloff - various drafts, uncollated, unfinished and unproduced.  The pages are all unnumbered  - some typed on a typewriter, some handwritten in pencil or pen. There is no Yiddish title on any of the pages.  Located in the Jewish Theatre Archive, Harvard University, Cambridge, MA\n\n[[Category:Secondary Literature /  Authors (Yiddish)]]",utf-8,7
3330,,23430,"#REDIRECT [[BuluÅŸmalar - Ä°nsanlar, Kentler, Kitaplar]]",utf-8,3
3209,,23431,"#REDIRECT [[BuluÅŸmalar - Ä°nsanlar, Kentler, Kitaplar]]",utf-8,3
1253,,5566,"[BrÃ¼gge] in [[Yin xian ji. Zaonian de huahuan. Xin de lÃ¼cheng]] [Beijing 2000], No. 76, pp. 105-108 [Translated by Yan Zhu]. See: [1]. Zheli de baitian yiqie dou shu yongchang [BrÃ¼gge I: Bei Tag ist alles hier GewÃ¶hnlichkeit], p. 105. [2]. Zhe\'er fangwu dour u gulao de gongdian [BrÃ¼gge II: Hier sind die HÃ¤user wie alte PalÃ¤ste], p. 106. [3]. Yixiang de baiyun [BrÃ¼gge III and IV: Die weiÃŸen Wolken fremder Land + Lind weht der Abendfriede in die stille Stadt], pp. 107-108\n\n[[Category:Poetry / Individual Poems (Chinese)]]",utf-8,1
3781,,27307,#REDIRECT [[BunÄt al-â€˜Älam]],utf-8,4
4726,,33713,"\""BunÄt al-Ê¿Älam.. aÊ¿lÄm al-qarn al-tÄsiÊ¿ Ê¿ashar : Ê¿alÄmÄt thaqÄfiyyah mumayyazah\"" [The Master Builders of the World... the Luminaries of the 19th Century: Distinguished Cultural Symbols] in \'\'AwrÄq\'\' [Papers] [Baghdad], 31 October 2015, pp.??. \'\'AwrÄq\'\' [Papers] is a weekly cultural supplement to the Iraqi daily \'\'Al-MadÄ\'\' [The Reach]\n\nPublished online:\n\nhttp://alturl.com/xahhx\n\nThis is a review of the Arabic translation of \""Baumeister der Welt\"":\n\n\'\'BunÄt al-Ê¿Älam : HÅ«ldarlin - DÅ«stÅ«yifskÄ« - BalzÄk - DÄ«kinz - TÅ«lstÅ«y - StindÄl - KlÄyst\'\' [Baumeister der Welt]. Translated by Muá¸¥ammad JadÄ«d [Mohammed Jadid]. 736p. 3rd edition. BaghdÄd/BayrÅ«t/Dimashq [Baghdad/Beirut/Damascus]: DÄr al-MadÄ li-l-ThaqÄfah waÊ¾l-Nashr [Al-Mada for Media, Culture and Arts], 2015\n\n\n\n\n[[Category:Secondary Literature / Titles (Arabic)]]",utf-8,4
4030,,29090,"#REDIRECT [[Burchardt, HansjÃ¼rgen]]",utf-8,4
4029,,29093,"\""Die Autographen-Auktion bei Stargardt vom 14. November 1958\"" in \'\'BÃ¶rsenblatt fÃ¼r den Deutschen Buchhandel / Frankfurter Ausgabe\'\' [Frankfurt am Main], 14:101 [19 December 1958], pp. 1708-1711. Concerning the auction of 70 pages of autographs formerly owned by Stefan Zweig, p. 1711. See: [[Meine Autographen-Sammlung]]\n\n\n[[Category:Secondary Literature / Authors (German)]]",utf-8,4
2626,,14400,#REDIRECT [[Bureauphobie. Brief an einen Arzt]],utf-8,2
