page_id,text_id,title,original_title,full_bibliographic_entry,year,publisher,location,language,page_count,clean_content,categories,main_category,time_period
1980,7883,"52p. Illustrated. Ausstellung 2002: Reinhardsbrunn, Salzburg, Dortmund. Reinhardsbrunn: Stift Reinhardsbrunn Thüringen, 2002","Printed by Strölin Druck, Waltershausen","52p. Illustrated. Ausstellung 2002: Reinhardsbrunn, Salzburg, Dortmund. Reinhardsbrunn: Stift Reinhardsbrunn Thüringen, 2002 [Printed by Strölin Druck, Waltershausen]\n\n'''Contents''''\n\nGeleitwort, p. 1\nVorwort, p. 2\nEinleitung, p. 3\nWichtige E",2002.0,Leipzig,Salzburg,German,52.0,"52p. Illustrated. Ausstellung 2002: Reinhardsbrunn, Salzburg, Dortmund. Reinhardsbrunn: Stift Reinhardsbrunn Thüringen, 2002 [Printed by Strölin Druck, Waltershausen]\n\n'''Contents''''\n\nGeleitwort, p. 1\nVorwort, p. 2\nEinleitung, p. 3\nWichtige Ereignisse in der DDR, pp. 4-7\nLebensdaten von Stefan Zweig, pp. 8-10\nDas Werk von Stefan Zweig, pp. 11-14\nStefan Zweig. ""Walther Rathenau"", pp. 15-21. Zweig's essay first appeared as ""Zum Andenken Walter Rathenaus. Am Jahrestage seiner Ermordung"" in ''Neue Freie Presse'' [Wien], 24 June 1923, pp. (1)-3\nDDR-Ausgaben von Stefan Zweig, pp. 22-35\nIn DDR-Ausgaben enthaltene Titel von Stefan Zweig, pp. 36-41\nDas Werk von Stefan Zweig in ausgewählten DDR-Verlagen\n#Insel Verlag Leipzig, pp. 44-45\n#Reclam-Verlag Leipzig, p. 46\n#Aufbau-Verlag Berlin und Weimar, p. 47\nPersonenregister, pp. 48-50\nAbkürzungsverzeichnis, pp. 51-52\n\n\n'''Exhibition'''\n\nThe 2002 exhibition, displayed in Reinhardsbrunn, Salzburg, and Dortmund, was supported by the Stift Reinhardsbrunn, Thüringen, the Internationale Stefan-Zweig-Gesellschaft, Salzburg, and the Univesität Dortmund. See ""Literarische Kostbarkeiten. Stefan Zweig im Stift Reinhardsbrunn"" in ''Gothaer Tagespost'' [Gotha], 7 May 2002. Contains a photograph of Holger Naujoks and Hans Knorn\n\n\n",Secondary Literature / Titles (German),Secondary Literature,Contemporary (after 2000)
818,36746,''',2000,"'''[2000]: Lijiang Chubanshe, Guilin''' \n\n''Da tanxianjia: Maizhelun, Gelunbu'' [Große Abenteuer: Magellan, Columbus, i.e. Amerigo Vespucci]. Translated by Mingjia Huang and Maoping Wei. 269p. See: Ciweige zhuanji jinghua. Vol. 3\n\n'''Contents:'''",2000.0,'''[2000]: Lijiang Chubanshe,Da tanxianjia,Chinese,269.0,"'''[2000]: Lijiang Chubanshe, Guilin''' \n\n''Da tanxianjia: Maizhelun, Gelunbu'' [Große Abenteuer: Magellan, Columbus, i.e. Amerigo Vespucci]. Translated by Mingjia Huang and Maoping Wei. 269p. See: Ciweige zhuanji jinghua. Vol. 3\n\n'''Contents:'''\n\nMaizhelun [Magellan. Der Mann und seine Tat. Translated by Mingjia Huang], pp. 3-202\nYameilige. Yige lishi miulin de gushi [Amerigo. Die Geschichte eines historischen Irrtums. Translated by Maoping Wei], pp. 205-269\n\n\n\n",Historical Studies / Volumes (Chinese),Historical Studies,Late 20th Century (1981-2000)
6268,44432,"""Stefan Zweig"" in Hans Dahlke. ''Geschichtsroman und Literaturkritik im Exil''. 451p. Berlin/Weimar: Aufbau Verlag, 1976, pp. 156-181. Concerning Stefan Zweig's review ""Thomas Mann: 'Lotte in Weimar'"" see pp. 347-350. For further Stefan Zweig references see the Index, p. (450). This volume was originally the author's Ph. D. dissertation, Karl-Marx-Universität, Leipzig, 1971\n\n'''See also:''' Mann, Thomas / Essay","""Thomas Mann: 'Lotte in Weimar'""","""Stefan Zweig"" in Hans Dahlke. ''Geschichtsroman und Literaturkritik im Exil''. 451p. Berlin/Weimar: Aufbau Verlag, 1976, pp. 156-181. Concerning Stefan Zweig's review ""Thomas Mann: 'Lotte in Weimar'"" see pp. 347-350. For further Stefan Zweig referen",1976.0,1976,Berlin,German,451.0,"""Stefan Zweig"" in Hans Dahlke. ''Geschichtsroman und Literaturkritik im Exil''. 451p. Berlin/Weimar: Aufbau Verlag, 1976, pp. 156-181. Concerning Stefan Zweig's review ""Thomas Mann: 'Lotte in Weimar'"" see pp. 347-350. For further Stefan Zweig references see the Index, p. (450). This volume was originally the author's Ph. D. dissertation, Karl-Marx-Universität, Leipzig, 1971\n\n'''See also:''' Mann, Thomas / Essay [""Thomas Mann: 'Lotte in Weimar'""]\n\n",Secondary Literature / Authors (German),Secondary Literature,Post-WWII (1943-1980)
3705,26716,''',2015,"'''[2015]: E. T. A. Hoffmann-Gesellschaft, Bamberg / Internationale Stefan-Zweig-Gesellschaft, Salzburg'''\n\n''Dall Occa: Concertspielen. Eine Zeichnung von E. T. A. Hoffmann aus der Sammlung Stefan Zweig''. With comments by Kaltërina Latifi & Olive",2015.0,'''[2015]: E. T. A. Hoffmann-Gesellschaft,Salzburg,German,14.0,"'''[2015]: E. T. A. Hoffmann-Gesellschaft, Bamberg / Internationale Stefan-Zweig-Gesellschaft, Salzburg'''\n\n''Dall Occa: Concertspielen. Eine Zeichnung von E. T. A. Hoffmann aus der Sammlung Stefan Zweig''. With comments by Kaltërina Latifi & Oliver Matuschek. Contains a photographic copy of the drawing by E. T. A. Hoffmann entitled ""Dall Occa: Concertspielen (1820)]"". 14p.\n\n'''Contents:'''\n\nDall Occa. Concertspielen (1820), pp. (3)-(6) [Front view, p. (5); rear view, p. (6)]\nEine Zeichnung von E. T. A. Hoffmann ... [Kaltërina Latifi], pp. 9-10\n... aus der Sammlung Stefan Zweig [Oliver Matuschek], pp. 11-13\nBibliographie, pp. 14\n\n\n\n",Secondary Literature / Titles (German),Secondary Literature,Contemporary (after 2000)
516,43574,"""Danghuan jiu ze""",Die spät bezahlte Schuld,"""Danghuan jiu ze"" [Die spät bezahlte Schuld] in:\n\nCiweige ji [Beijing, 2000], No. 5, pp. 125-154\nCiweige xiaoshuo ji [Beijing, 1997], Vol. 3, No. 30, pp. 348-374\nXiangqi de gushi [Beijing, 2000/2], No. 5, pp. 125-154\n\n\n'''See also:''' '''[1]''",2000.0,"""Danghuan jiu ze"" [Die spät bezahlte Schuld] in:\n\nCiweige ji [Beijing",See also,Chinese,,"""Danghuan jiu ze"" [Die spät bezahlte Schuld] in:\n\nCiweige ji [Beijing, 2000], No. 5, pp. 125-154\nCiweige xiaoshuo ji [Beijing, 1997], Vol. 3, No. 30, pp. 348-374\nXiangqi de gushi [Beijing, 2000/2], No. 5, pp. 125-154\n\n\n'''See also:''' '''[1]'''. Changhuan jiuzhai; '''[2]'''. Chichang de xinze\n\n",Fiction / Individual Stories (Chinese),Fiction,Late 20th Century (1981-2000)
7190,54780,"""Dank an Brasilien"" in Zeit und Welt. Gesammelte Aufsätze und Vorträge 1904-1940","Stockholm, 1943","""Dank an Brasilien"" in Zeit und Welt. Gesammelte Aufsätze und Vorträge 1904-1940 [Stockholm, 1943] No. 11, pp. (163)-171; [Stockholm, 1946], No. 11, pp. (151)-158\n\n'''Reprinted in:'''\n\nLänder, Städte, Landschaften [Frankfurt am Main, 1981/1987],",1904.0,Zahvalnost Braziliji,Frankfurt,German,,"""Dank an Brasilien"" in Zeit und Welt. Gesammelte Aufsätze und Vorträge 1904-1940 [Stockholm, 1943] No. 11, pp. (163)-171; [Stockholm, 1946], No. 11, pp. (151)-158\n\n'''Reprinted in:'''\n\nLänder, Städte, Landschaften [Frankfurt am Main, 1981/1987], No. 20, pp. 185-(189)\n\nDas Stefan Zweig Buch [Frankfurt am Main, 1981/1982], No. 19, pp. (300)-304\n\n'''Translations:'''\n\n'''French:''' ""Merci au Brésil"" in [1]. Pays, villes, paysages. Escrits de voyage [Paris, 1996], No. 21, pp. 243-(248). [2]. Pays, villes, paysages. Escrits de voyage [Paris, 1998], No. 21, pp. 243-(248) [Le Livre de Poche, 14458]\n\n'''Hungarian:''' ""Köszönet Brazíliának"" in Idö és világ [Budapest, 1946], No. 11, pp. 84-87\n\n'''Portuguese:''' ""Agradecimento ao Brasil"" in Obras completas de Stefan Zweig, 1960 [Rio de Janeiro, 1960], Vol. 8, No. 18, pp. 413-417\n\n'''Serbian''' (Serbo-Croatian): ""Zahvalnost Braziliji"" in Vrijeme i svijet. Sabrani napisi i predavanja 1904-1940 [Sarajevo, 1961], II, No. 11, pp. 139-146\n\n'''Spanish:''' ""Agradecimiento al Brasil"" in [1]. La Viena de ayer [Buenos Aires/Ciudad de México, 1951], No. 2, pp. (29)-34 // ""Gracias al Brasil"" in [2]. Obras completas de Stefan Zweig [Barcelona, 1952-1978], Vol. 4, No. 76, pp. (994)-998. [3]. Obras de Stefan Zweig [Barcelona, 1958], Vol. 2, No. 42, pp. 978-982. [4]. Países y paisajes [Barcelona, 1952], No. 8, pp. (227)-241 // ""Mi tributo de gratitud al Brasil"" in [5]. Tiempo y mundo [Barcelona, 1959], No. 11, pp. (103)-107. [6]. Tiempo y mundo [Barcelona, 1998], No. 11, pp.120-125\n\n'''Swedish:''' ""Ett tack till Brasilien"" in Tiden och världen. Samlade och föredrag 1904-1940 [Stockholm, 1944], No. 11, pp. 125-130\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
6913,51671,"""Dank an Romain Rolland. Zum siebzigsten Geburtstag des Dichters"" in ''Pester Lloyd''",Budapest,"""Dank an Romain Rolland. Zum siebzigsten Geburtstag des Dichters"" in ''Pester Lloyd'' [Budapest], 26 January 1936, pp. (1)-2\n\n'''Reprinted in:'''\n\nRomain Rolland [Frankfurt am Main, 1987], No. 10, pp. (409)-(416)\n\n'''See also:''' ""Romain Rollan",1936.0,Reconnaissance. Hommage Ã Romain Rolland,Frankfurt,German,,"""Dank an Romain Rolland. Zum siebzigsten Geburtstag des Dichters"" in ''Pester Lloyd'' [Budapest], 26 January 1936, pp. (1)-2\n\n'''Reprinted in:'''\n\nRomain Rolland [Frankfurt am Main, 1987], No. 10, pp. (409)-(416)\n\n'''See also:''' ""Romain Rolland. Zum 70. Geburtstag"" in Romain Rolland [Frankfurt am Main, 1987], No. 9, pp. (401)-(407)\n\n'''French translation:''' \n\n""Hommage Ã Romain Rolland"" in ''Commune'' [Paris], 3:31 [March 1936], pp. (789)-801. Stefan Zweig's contribution, pp. 794-797\n\n'''Reprinted in:'''\n\nL'Esprit européen en exil [Paris, 2020], No. 19, pp. (169)-173: ""Reconnaissance. Hommage Ã Romain Rolland"" [Translated by Alzir Hella]\n\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
6860,51227,Dans la neige,,Dans la neige,,,,,,Dans la neige,,,
698,53585,"""Dans la neige""",Im Schnee,"""Dans la neige"" [Im Schnee] in:\n\nUn mariage Ã Lyon et autres nouvelles [Paris, 1999], No. 3, pp. (69)-(83)\nUn mariage Ã Lyon. Nouvelles [Paris, 1992], No. 3, pp. (75)-(91)\nRomans, nouvelles et récits [Paris, 2013], Vol. 1, No. 4, pp. (1)-15. Comm",1999.0,"""Dans la neige"" [Im Schnee] in:\n\nUn mariage Ã Lyon et autres nouvelles [Paris",Paris,French,,"""Dans la neige"" [Im Schnee] in:\n\nUn mariage Ã Lyon et autres nouvelles [Paris, 1999], No. 3, pp. (69)-(83)\nUn mariage Ã Lyon. Nouvelles [Paris, 1992], No. 3, pp. (75)-(91)\nRomans, nouvelles et récits [Paris, 2013], Vol. 1, No. 4, pp. (1)-15. Commentary, pp. (1347)-1349. Annotations, pp. 1349-1350\n\n\n\n",Fiction / Individual Stories (French),Fiction,Late 20th Century (1981-2000)
7129,53852,"""Dans le château du roi Titurel"" in Voyages","Paris, 2002/2009","""Dans le château du roi Titurel"" in Voyages [Paris, 2002/2009], No. 7, pp. 65-72 [Le Livre de Poche, 15372]\n\n'''See:''' In König Titurels Schloß\n\n\n",2002.0,"""Dans le château du roi Titurel"" in Voyages [Paris",Paris,French,,"""Dans le château du roi Titurel"" in Voyages [Paris, 2002/2009], No. 7, pp. 65-72 [Le Livre de Poche, 15372]\n\n'''See:''' In König Titurels Schloß\n\n\n",Essays / Individual Essays (French),Essays,Contemporary (after 2000)
2732,55759,Dante Alighieri,,Dante Alighieri,,,,,,Dante Alighieri,,,
5791,40563,"""Dante""",Dante,"""Dante"" [Dante] in:\n\nHombres, libros y ciudades [Barcelona, 1963], No. 35, pp. (355)-363 [Translated by the Editorial Juventud]\nLa pasión creadora [Ciudad de México, 1994], No. 4, pp. 85-93 [Translated by Alfredo Cahn]\nLa pasión creadora. Artista",1963.0,"""Dante"" [Dante] in:\n\nHombres",Wien,Spanish,,"""Dante"" [Dante] in:\n\nHombres, libros y ciudades [Barcelona, 1963], No. 35, pp. (355)-363 [Translated by the Editorial Juventud]\nLa pasión creadora [Ciudad de México, 1994], No. 4, pp. 85-93 [Translated by Alfredo Cahn]\nLa pasión creadora. Artistas, poetas, novelistas y críticos [Buenos Aires, 1941], No. 3, pp. (89)-101 [Translated by Alfredo Cahn]\n\n\n'''See:''' Begegnungen mit Menschen, Büchern, Städten [Wien/Leipzig/Zürich, 1937], No. 35, pp. (412)-421\n\n\n\n",Essays / Individual Essays (Spanish),Essays,Post-WWII (1943-1980)
1266,5431,Serenade des ungeliebten Liebhabers,Serenade des ungeliebten Liebhabers,"[Serenade des ungeliebten Liebhabers] in Yin xian ji. Zaonian de huahuan. Xin de lücheng [Beijing 2000], No. 116, pp. 202-203 [Translated by Yan Zhu]\n\n",2000.0,[Serenade des ungeliebten Liebhabers] in Yin xian ji. Zaonian de huahuan. Xin de lücheng [Beijing,,Chinese,,"[Serenade des ungeliebten Liebhabers] in Yin xian ji. Zaonian de huahuan. Xin de lücheng [Beijing 2000], No. 116, pp. 202-203 [Translated by Yan Zhu]\n\n",Poetry / Individual Poems (Chinese),Poetry,Late 20th Century (1981-2000)
1157,4861,Flucht in die Unsterblichkeit,Flucht in die Unsterblichkeit,"[Flucht in die Unsterblichkeit] in\n\nRenlei de qunxing shanyao shi: Lishi texie [Beijing 1986], No. 2, pp. 1-38 [Translated by Changshan Shu]\n\n\n",1986.0,[Flucht in die Unsterblichkeit] in\n\nRenlei de qunxing shanyao shi: Lishi texie [Beijing,Renlei de qunxing shanyao shi,Chinese,,"[Flucht in die Unsterblichkeit] in\n\nRenlei de qunxing shanyao shi: Lishi texie [Beijing 1986], No. 2, pp. 1-38 [Translated by Changshan Shu]\n\n\n",Essays / Individual Essays (Chinese),Essays,Late 20th Century (1981-2000)
6176,43497,"""Dao buxiu de shiyezhong xunqiu bihu""","Flucht in die Unsterblichkeit: Die Entdeckung des Pazifischen Ozeans, 25. September 1513","""Dao buxiu de shiyezhong xunqiu bihu"" [Flucht in die Unsterblichkeit: Die Entdeckung des Pazifischen Ozeans, 25. September 1513] in:\n Renlei de qunxing shanyao shi: Lishi texie [Beijing, 1986], No. 2, pp. 1-38\n\n\n'''See also:''' '''[1]'''. Buxiu d",1986.0,"""Dao buxiu de shiyezhong xunqiu bihu"" [Flucht in die Unsterblichkeit: Die Entdeckung des Pazifischen Ozeans",Flucht in die Unsterblichkeit,Chinese,,"""Dao buxiu de shiyezhong xunqiu bihu"" [Flucht in die Unsterblichkeit: Die Entdeckung des Pazifischen Ozeans, 25. September 1513] in:\n Renlei de qunxing shanyao shi: Lishi texie [Beijing, 1986], No. 2, pp. 1-38\n\n\n'''See also:''' '''[1]'''. Buxiu de taowangzhe; '''[2]'''. Yin taowang er ming chui qiangu\n\n\n",Essays / Individual Essays (Chinese); Historical Studies / Individual Essays (Chinese),Essays,Late 20th Century (1981-2000)
5247,37032,"""Risālah min fatāt majhūlah: Stīfān Zfāyj kātib min al-ṭirāz al-awwal laysa fī Ê¾l-Nimsā fa-ḥasb, bal fī Åªrūbā fī Ê¾l-qarn al-Ê¿ishrīn, fa-qad wulida fī (Fiyīnā) 1881 wa-Ê¿čsha fīhā 53",thalāthatan wa-khamsīn,"""Risālah min fatāt majhūlah: Stīfān Zfāyj kātib min al-ṭirāz al-awwal laysa fī Ê¾l-Nimsā fa-ḥasb, bal fī Åªrūbā fī Ê¾l-qarn al-Ê¿ishrīn, fa-qad wulida fī (Fiyīnā) 1881 wa-Ê¿čsha fīhā 53 [thalāthatan wa-khamsīn] Ê¿čman thumma ghādarahā",1881.0,"the MuÊ¾assasat al-Waá¸¥dah li-l-á¹¢aá¸¥Äfah waÊ¾l-á¹¬ibÄÊ¿ah waÊ¾l-Nashr waÊ¾l-TawzÄ«Ê¿, Aleppo\n\nPublished online:\n\nhttp://jamahir",London,Arabic,,"""Risālah min fatāt majhūlah: Stīfān Zfāyj kātib min al-ṭirāz al-awwal laysa fī Ê¾l-Nimsā fa-ḥasb, bal fī Åªrūbā fī Ê¾l-qarn al-Ê¿ishrīn, fa-qad wulida fī (Fiyīnā) 1881 wa-Ê¿čsha fīhā 53 [thalāthatan wa-khamsīn] Ê¿čman thumma ghādarahā ilā Landan thumma Ê¾l-Barāzīl.. [Letter from an Unknown Girl: Stefan Zweig, a First-class Author, Not Only in Austria, But in Europe in the 20th Century. He Was Born in Vienna in 1881 and Lived There for 53 Years, Then He Left for London and Then for Brazil...""] in ''Al-Jamāhīr. Nabaá¸ á¸¤alab'' [The Masses. The Pulse of Aleppo] [Aleppo], No. 13 277 [15 February 2011], p. ?\n\nThe Syrian daily ''Al-Jamāhīr. Nabaá¸ á¸¤alab'' [The Masses. The Pulse of Aleppo] is published by the MuÊ¾assasat al-Waḥdah li-l-á¹¢aḥčfah wa'l-á¹¬ibāÊ¿ah wa'l-Nashr wa'l-TawzīÊ¿, Aleppo\n\nPublished online:\n\nhttp://jamahir.alwehda.gov.sy/node/365386\n\nThis is a review, closing with a long quotation from the Arabic translation ''Risālah min imraÊ¾ah majhūlah'' [''Der Brief einer Unbekannten'']. The Syrian reviewer does not indicate which of the several existing Arabic translations his review is based on.\n\n\n",Secondary Literature / Authors (Arabic),Secondary Literature,During Lifetime (1881-1942)
2660,14673,"""'Darf der Dichter in seinem Werk Privatpersonen porträtieren?' - Eine Umfrage","über die Diskretion und Freiheit des Schriftstellers, veranstaltet von Eugen Gömöri","""'Darf der Dichter in seinem Werk Privatpersonen porträtieren?' - Eine Umfrage [über die Diskretion und Freiheit des Schriftstellers, veranstaltet von Eugen Gömöri] in ''Die literarische Welt'' [Berlin] 3:38 [23 September 1927], Zweig's response, p.",1927.0,"""'Darf der Dichter in seinem Werk Privatpersonen porträtieren?' - Eine Umfrage [über die Diskretion und Freiheit des Schriftstellers",Berlin,German,,"""'Darf der Dichter in seinem Werk Privatpersonen porträtieren?' - Eine Umfrage [über die Diskretion und Freiheit des Schriftstellers, veranstaltet von Eugen Gömöri] in ''Die literarische Welt'' [Berlin] 3:38 [23 September 1927], Zweig's response, p. 7\n\n'''Reprinted in:'''\n\nStefan Zweig. ""Ich habe das Bedürfnis nach Freunden"" [2013], No. 15, pp. 423-427\n''Zeitgemässes aus der 'Literarischen Welt' von 1925-1932''. Edited by Willy Haas. Stuttgart: Cotta Nachfolger, 1963, pp. 131-132\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
4749,33995,"Darwīsh, Kamāl",,"Darwīsh, Kamāl",,Darwīsh,,,,"Darwīsh, Kamāl",,,
4748,33997,"'''See:''' DerviÅŸ, Kemal / Dervis, Kemal / Darwīsh, Kamāl\n\n""IstiÊ¿čdat amal al-ams li-Ê¿člam al-ghad""",Recovery of the Hope of Yesterday for the World of Tomorrow,"'''See:''' DerviÅŸ, Kemal / Dervis, Kemal / Darwīsh, Kamāl\n\n""IstiÊ¿čdat amal al-ams li-Ê¿člam al-ghad"" [Recovery of the Hope of Yesterday for the World of Tomorrow] in ''Project Syndicate. The World's Opinion Page'' [Prague], 17 December 2015\n\",2015.0,'''See:''' DerviÅŸ,See,Arabic,,"'''See:''' DerviÅŸ, Kemal / Dervis, Kemal / Darwīsh, Kamāl\n\n""IstiÊ¿čdat amal al-ams li-Ê¿člam al-ghad"" [Recovery of the Hope of Yesterday for the World of Tomorrow] in ''Project Syndicate. The World's Opinion Page'' [Prague], 17 December 2015\n\nPublished online:\n\nhttp://alturl.com/qtyoo [shortened preview version]\n\nOne week later republished in the Jordan daily ''Al-Ghad'' [The Morrow] [Aman]\n\n""IstiÊ¿čdat amal al-ams li-Ê¿člam al-ghad"" [Recovery of the Hope of Yesterday for the World of Tomorrow] in ''Al-Ghad'' [The Morrow] [ÙAmman], 25 December 2015, pp. ??\n\nPublished online:\n\nhttp://alturl.com/raue3 [complete text]\n\nhttp://alturl.com/puotc [complete text]\n\n""IstiÊ¿čdat amal al-ams li-Ê¿člam al-ghad"" [Recovery of the Hope of Yesterday for the World of Tomorrow] in ''Project Syndicate. The World's Opinion Page'' [Prague], 17 December 2015\n\nPublished online [shortened preview version]:\n\nhttp://alturl.com/qtyoo\n\nThis is a translation of Kemal DerviÅŸ's original article ""Restoring Yesterday's Hope for Tomorrow's World"" in ''Project Syndicate. The World's Opinion Page'' [Prague], 17 December 2015\n\nPublished online:\n\nhttp://alturl.com/puf5e [Shortened version]\n\nhttp://alturl.com/rn279 [Complete text]\n\n",Secondary Literature / Authors (Arabic),Secondary Literature,Contemporary (after 2000)
4762,33994,"Darwīsh, Kamāl",,"Darwīsh, Kamāl",,Darwīsh,,,,"Darwīsh, Kamāl",,,
7370,58102,"Dies Buch, das lang mein Herz beschwerte",,"Dies Buch, das lang mein Herz beschwerte ...",,Dies Buch,,,,"Dies Buch, das lang mein Herz beschwerte ...",,,
7371,58101,"Dies Buch, das lang mein Herz beschwerte",,"Dies Buch, das lang mein Herz beschwerte ...",,Dies Buch,,,,"Dies Buch, das lang mein Herz beschwerte ...",,,
2348,10607,Verhaeren / Das Drama Verhaerens,,Verhaeren / Das Drama Verhaerens,,,,,,Verhaeren / Das Drama Verhaerens,,,
6264,44395,Das Geheimnis des künstlerischen Schaffens / Essay,,Das Geheimnis des künstlerischen Schaffens / Essay,,,,,,Das Geheimnis des künstlerischen Schaffens / Essay,,,
6265,44394,Das Geheimnis des künstlerischen Schaffens / Essay,,Das Geheimnis des künstlerischen Schaffens / Essay,,,,,,Das Geheimnis des künstlerischen Schaffens / Essay,,,
154,21142,''',1981,"'''[1981]: Fischer Taschenbuch Verlag, Frankfurt am Main'''\n\n''Das Geheimnis des künstlerischen Schaffens''. Compiled and edited by Knut Beck. Cover design by Jan Buchholz and Reni Hinsch. Cover photograph by Harro Wolter. 249/(3)p. [Fischer Tasche",1981.0,'''[1981]: Fischer Taschenbuch Verlag,Frankfurt,German,249,"'''[1981]: Fischer Taschenbuch Verlag, Frankfurt am Main'''\n\n''Das Geheimnis des künstlerischen Schaffens''. Compiled and edited by Knut Beck. Cover design by Jan Buchholz and Reni Hinsch. Cover photograph by Harro Wolter. 249/(3)p. [Fischer Taschenbuch, 2288]. See: Das Geheimnis des künstlerischen Schaffens. Essays\n\n*1st edition. 15,000 copies. 1981\n*2nd edition. 2,000 copies. 1986\n*3rd edition. 2,000 copies. 1988\n\n\n'''Contents:'''\n\n#Das neue Pathos, pp. 7-16\n#Die Forderung der Solidarität, pp. 17-20\n#Max Herrmann-Neisse zum Gedächtnis, pp. 21-24\n#Romain Rolland. Geheimnis der Produktion [Notizen zu einem Vortag], pp. 25-28\n#Arturo Toscanini [Ein Bildnis], pp. 29-40\n#Busoni, pp. 41-43\n#Bruno Walter. Kunst der Hingabe [Zu seinem sechzigsten Geburtstag 15. September 1936], pp. 44-47\n#Abschied von Rilke [Eine Rede, gehalten im Münchner Staatstheater am 20. Februar 1927], pp. 48-65\n#Auguste Rodin, pp. 66-69\n#Konstantin Meunier, pp. 70-77\n#Theresa Feodorovna Ries, pp. 78-84\n#Frans Masereel. Der Mann und Bildner, pp. 85-96\n#Marceline Desbordes-Valmore. Das Lebensbild einer Dichterin, pp. 97-165\n#Sainte-Beuve, pp. 166-180\n#Geburtstagsbrief an Hermann Bahr [Zum sechzigsten Geburtstag 19. Juli 1923], pp. 181-186\n#Die Stimme. In memoriam Josef Kainz, pp. 187-195\n#Hugo von Hofmannsthal [Gedächtnisrede zur Trauerfeier im Wiener Burgtheater], pp. 196-209\n#Sinn und Schönheit der Autographen [Ein Vortrag gehalten in der Buchausstellung der 'Sunday Times', London 1935], pp. 210-219\n#Die unterirdischen Bücher Balzacs, pp. 220-226\n#Das Geheimnis des künstlerischen Schaffens, pp. 227-(250)\n#Bibliographischer Nachweis, pp. (251)-(252)\n\n\n\n\n\n",Essays / Volumes (German),Essays,Late 20th Century (1981-2000)
2478,52973,"""Das Genie einer Nacht, ""Die Marseillaise"", 25. April 1792"" in: \n\nSternstunden der Menschheit / Hachette","Paris, 1954","""Das Genie einer Nacht, ""Die Marseillaise"", 25. April 1792"" in: \n\nSternstunden der Menschheit / Hachette [Paris, 1954], No. 2, pp. ?\nSternstunden der Menschheit. Historische Miniaturen [Wien, 2017], No. 13, pp. 193-210. See also: No. 32, pp. 387-3",1954.0,"""Das Genie einer Nacht",Paris,German,,"""Das Genie einer Nacht, ""Die Marseillaise"", 25. April 1792"" in: \n\nSternstunden der Menschheit / Hachette [Paris, 1954], No. 2, pp. ?\nSternstunden der Menschheit. Historische Miniaturen [Wien, 2017], No. 13, pp. 193-210. See also: No. 32, pp. 387-389\nSternstunden der Menschheit * Legenden * Schachnovelle [Stuttgart/Hamburg/ München, 1977], No. 5, pp. (91)-108\nSternstunden der Menschheit. Vierzehn historische Miniaturen [Frankfurt am Main, 1987/1997/1998/2002/2006], No. 5, pp. 90-107; [Frankfurt am Main, 2009], No. 5, pp. 82-97; [Frankfurt am Main, 2012], No. 5, pp. 119-(142); [Zürich, 2013], No. 5, pp. 101-(120); [Berlin, 2013], No. 5, pp. 92-(109); [Frankfurt am Main, 2016], No. 5, pp. 80-83, 85-95\n''Sternstunden der Menschheit. Vierzehn historische Miniaturen'' [Gütersloh/Wien, 2003] / Ausgewählte Werke in fünf Bänden, Vol. 4, No. 5, pp. 90-107\n''Sternstunden der Menschheit. Vierzehn historische Miniaturen'' [Frankfurt am Main, 1998] / Ausgewählte Werke in vier Bänden, Vol. 3, No. 5, pp. 90-107\nSternstunden der Menschheit. Zwölf historische Miniaturen [Stockholm, 1943], No. 5, pp. 105-126; [Frankfurt am Main, 1950], No. 5, pp.(101)-(121); [Frankfurt am Main, 1951], No. 5, pp. (83)-(100); [Frankfurt am Main, 1958], No. 5, pp. (89)-(105); [Frankfurt am Main, 1964/ 1981], No. 5, pp. 90-(107); [Berlin/Weimar, 1984], No. 5, pp. 75-89; [Köln, 2013], No. 5, pp. (123)-(146)\nZehnjahrbuch 1938 - 1948 [Wien/Stockholm, 1948], No. 4, pp. 231-(239) \n\n\n\n",Essays / Individual Essays (German); Historical Studies / Individual Essays (German),Essays,Post-WWII (1943-1980)
2957,52743,"""Das Gewissen Europas"" in Stefan Zweig - Abschied von Europa","Wien, 2014","""Das Gewissen Europas"" in Stefan Zweig - Abschied von Europa [Wien, 2014], No. 22, pp. 276-279. An interview with Stefan Zweig by Robert Merrill Bartlett, Salzburg 1931. Translated into German Erwin Einzinger\n\n'''See:''' Bartlett, Robert Merrill\n\",2014.0,"""Das Gewissen Europas"" in Stefan Zweig - Abschied von Europa [Wien",Wien,German,,"""Das Gewissen Europas"" in Stefan Zweig - Abschied von Europa [Wien, 2014], No. 22, pp. 276-279. An interview with Stefan Zweig by Robert Merrill Bartlett, Salzburg 1931. Translated into German Erwin Einzinger\n\n'''See:''' Bartlett, Robert Merrill\n\n\n",Essays / Individual Essays (German),Essays,Contemporary (after 2000)
